Codigo,Edad,Nivel,Genero,Gusto,Interes_profesional,Autoeficacia,Utilidad
2707000,9,JUNIOR,Chica,4.166666666666667,2.8333333333333335,3.25,4.8
2707000,11,JUNIOR,Chica,2.6666666666666665,2.0,3.0,4.2
3006000,11,JUNIOR,Chico,5.0,5.0,4.75,4.6
3009335,12,JUNIOR,Chico,4.333333333333333,4.333333333333333,5.0,4.8
27012000,10,JUNIOR,Chica,4.333333333333333,3.0,4.25,4.4
664063354,12,JUNIOR,Chico,4.5,4.166666666666667,5.0,4.0
101047,15,SENIOR,Chica,3.6666666666666665,4.0,3.5,3.4
106495,16,SENIOR,Chico,4.5,4.333333333333333,4.0,4.8
106843,15,SENIOR,Chica,4.333333333333333,4.333333333333333,4.5,3.6
201095,17,SENIOR,Chica,4.833333333333333,4.833333333333333,3.5,4.2
211655,16,SENIOR,Chico,4.833333333333333,3.6666666666666665,2.75,4.6
211655,16,SENIOR,Chico,4.833333333333333,3.6666666666666665,2.75,4.6
212006,15,SENIOR,Chico,3.5,3.5,2.5,4.2
306636,15,SENIOR,Chico,5.0,5.0,5.0,4.8
401142,15,SENIOR,Chica,4.666666666666667,5.0,4.0,4.2
401577,16,SENIOR,Chica,5.0,5.0,5.0,4.4
502000,14,SENIOR,Chica,4.0,4.666666666666667,4.75,4.2
505006,15,SENIOR,Chica,4.833333333333333,5.0,4.25,4.6
510488,14,SENIOR,Chica,4.833333333333333,5.0,3.75,4.2
611459,13,SENIOR,Chica,3.8333333333333335,3.3333333333333335,4.0,4.8
701547,15,SENIOR,Chico,4.666666666666667,4.833333333333333,3.5,4.0
706261,17,SENIOR,Chica,4.833333333333333,4.333333333333333,4.0,4.6
707996,17,SENIOR,Chica,4.666666666666667,5.0,3.0,4.4
804594,14,SENIOR,Chica,4.666666666666667,5.0,3.25,4.6
806974,17,SENIOR,Chico,4.666666666666667,4.833333333333333,3.5,4.6
908167,14,SENIOR,Chica,4.833333333333333,4.833333333333333,3.75,4.0
908167,14,SENIOR,Chica,4.833333333333333,4.833333333333333,3.75,4.0
1003516,15,SENIOR,Chica,4.0,4.5,4.0,4.0
1006000,14,SENIOR,Chica,5.0,4.333333333333333,4.25,5.0
1006955,15,SENIOR,Chica,4.333333333333333,5.0,4.5,4.8
1207020,14,SENIOR,Chica,3.5,3.0,3.5,4.0
1412021,14,SENIOR,Chica,4.166666666666667,4.166666666666667,4.25,3.2
1610000,13,SENIOR,Chico,4.0,3.6666666666666665,3.75,4.6
1701279,16,SENIOR,Chica,4.833333333333333,5.0,3.5,3.8
1701657,16,SENIOR,Chico,4.5,4.333333333333333,3.5,3.8
1704572,16,SENIOR,Chica,4.666666666666667,4.333333333333333,4.0,4.4
1704950,14,SENIOR,Chico,4.166666666666667,3.1666666666666665,3.75,4.2
1706015,16,SENIOR,Chico,4.166666666666667,4.833333333333333,3.25,4.4
1812143,14,SENIOR,Chica,5.0,5.0,4.5,4.4
2108376,13,SENIOR,Chico,4.166666666666667,4.833333333333333,4.25,4.4
2205000,14,SENIOR,Chica,4.833333333333333,4.5,3.75,4.8
2210491,16,SENIOR,Chica,3.5,3.5,2.75,4.4
2310590,14,SENIOR,Chica,4.166666666666667,4.166666666666667,4.25,4.2
2312587,12,SENIOR,Chica,4.0,3.1666666666666665,4.5,3.8
2312599,16,SENIOR,Chica,3.1666666666666665,3.3333333333333335,2.25,3.6
2407298,15,SENIOR,Chico,5.0,4.833333333333333,5.0,4.6
2409336,14,SENIOR,Chico,4.0,3.6666666666666665,5.0,3.6
2505253,15,SENIOR,Chico,4.833333333333333,5.0,4.0,4.8
2605000,14,SENIOR,Chica,3.0,2.8333333333333335,3.0,3.0
2605041,15,SENIOR,Chica,5.0,5.0,4.0,4.0
2606000,14,SENIOR,Chico,4.666666666666667,5.0,5.0,5.0
2708654,14,SENIOR,Chico,4.333333333333333,3.5,4.75,4.6
2812778,15,SENIOR,Chico,3.0,1.8333333333333333,2.5,4.4
3110083,14,SENIOR,Chica,4.666666666666667,4.166666666666667,4.0,4.6
17305443,16,SENIOR,Chica,4.333333333333333,4.833333333333333,3.25,4.8
23567,14,SENIOR,Chico,3.0,3.0,3.0,2.6
104324,17,SENIOR,Chico,4.666666666666667,5.0,4.25,4.6
106789,16,SENIOR,Chico,4.5,3.8333333333333335,4.75,4.6
245234,16,SENIOR,Chico,3.8333333333333335,3.6666666666666665,2.75,4.2
303941,14,SENIOR,Chico,4.333333333333333,3.6666666666666665,4.0,4.2
304000,15,SENIOR,Chico,3.5,3.1666666666666665,3.75,3.6
305405,14,SENIOR,Chico,3.6666666666666665,3.3333333333333335,2.75,4.4
507145,14,SENIOR,Chico,3.6666666666666665,3.3333333333333335,3.75,3.6
703949,14,SENIOR,Chico,4.333333333333333,4.333333333333333,4.75,2.8
710906,15,SENIOR,Chico,4.333333333333333,5.0,3.5,4.0
811406,16,SENIOR,Chico,3.0,3.0,3.0,3.0
908497,15,SENIOR,Chico,3.6666666666666665,4.0,4.25,4.4
1005078,16,SENIOR,Chico,3.5,4.333333333333333,3.25,4.0
1006462,17,SENIOR,Chico,4.0,4.166666666666667,2.75,4.0
1112000,12,SENIOR,Chica,5.0,4.333333333333333,4.75,4.8
1112643,16,SENIOR,Chico,5.0,3.6666666666666665,3.25,4.2
1203465,15,SENIOR,Chico,4.666666666666667,4.666666666666667,4.5,4.8
1204000,15,SENIOR,Chica,4.166666666666667,4.666666666666667,4.0,3.6
1204427,16,SENIOR,Chico,3.5,3.6666666666666665,2.75,3.6
1312674,15,SENIOR,Chico,4.0,2.8333333333333335,2.0,4.4
1404365,16,SENIOR,Chico,3.1666666666666665,3.0,2.75,3.0
1411232,16,SENIOR,Chico,5.0,5.0,2.75,4.8
1411317,14,SENIOR,Chico,4.333333333333333,4.166666666666667,3.5,4.2
1605063,15,SENIOR,Chico,4.833333333333333,5.0,4.25,4.4
1612163,16,SENIOR,Chico,4.0,3.3333333333333335,4.0,3.8
1712155,14,SENIOR,Chico,3.6666666666666665,4.0,3.5,3.6
1908773,16,SENIOR,Chico,3.6666666666666665,3.6666666666666665,3.25,3.8
2105971,14,SENIOR,Chico,3.3333333333333335,3.0,2.5,4.2
2108257,14,SENIOR,Chico,4.666666666666667,3.3333333333333335,5.0,3.8
2404298,15,SENIOR,Chico,5.0,5.0,5.0,4.6
2406134,17,SENIOR,Chico,4.666666666666667,4.0,3.75,4.6
2408656,16,SENIOR,Chica,4.666666666666667,4.666666666666667,2.75,4.6
2502741,17,SENIOR,Chico,4.5,4.166666666666667,4.75,3.8
2605174,14,SENIOR,Chico,3.6666666666666665,3.1666666666666665,3.25,3.8
2708000,14,SENIOR,Chica,5.0,5.0,5.0,5.0
2901837,16,SENIOR,Chico,4.666666666666667,4.5,4.75,4.2
3003609,16,SENIOR,Chico,3.8333333333333335,3.6666666666666665,3.25,4.0
311000,10,JUNIOR,Chica,4.333333333333333,3.0,4.0,5.0
408000,11,JUNIOR,Chico,4.5,3.1666666666666665,4.75,4.8
501000,12,JUNIOR,Chico,4.666666666666667,4.166666666666667,4.75,5.0
505000,12,JUNIOR,Chica,4.5,3.6666666666666665,4.75,5.0
609000,9,JUNIOR,Chico,3.0,2.6666666666666665,2.5,4.0
706000,10,JUNIOR,Chica,4.0,4.166666666666667,4.25,4.6
803476,13,JUNIOR,Chico,4.0,3.6666666666666665,3.5,3.8
903000,10,JUNIOR,Chica,3.8333333333333335,3.0,4.25,5.0
911000,11,JUNIOR,Chica,4.166666666666667,3.0,3.75,4.8
1110000,10,JUNIOR,Chico,3.8333333333333335,3.6666666666666665,3.5,4.6
1206000,13,JUNIOR,Chica,3.6666666666666665,3.6666666666666665,3.5,4.8
1209000,11,JUNIOR,Chico,4.333333333333333,3.5,4.25,4.8
1312000,11,JUNIOR,Chica,3.3333333333333335,3.3333333333333335,4.25,4.2
1312000,11,JUNIOR,Chica,4.333333333333333,4.0,4.75,5.0
1402000,10,JUNIOR,Chico,4.166666666666667,4.666666666666667,3.75,4.6
1505000,11,JUNIOR,Chica,3.5,3.3333333333333335,3.0,4.2
2110000,9,JUNIOR,Chica,3.0,2.3333333333333335,2.75,3.8
2301000,10,JUNIOR,Chica,4.333333333333333,3.3333333333333335,3.0,4.0
2501000,10,JUNIOR,Chica,1.6666666666666667,3.0,2.25,2.0
2505000,12,JUNIOR,Chica,4.666666666666667,4.0,2.75,4.8
2604000,10,JUNIOR,Chica,5.0,5.0,4.25,4.8
2707000,9,JUNIOR,Chica,4.666666666666667,3.0,4.25,5.0
2707000,11,JUNIOR,Chica,4.5,3.1666666666666665,4.75,4.4
2802000,10,JUNIOR,Chica,4.666666666666667,4.333333333333333,3.75,4.4
2812000,10,JUNIOR,Chica,4.666666666666667,3.1666666666666665,4.5,4.2
3103000,11,JUNIOR,Chica,4.666666666666667,3.3333333333333335,4.0,5.0
71009000,11,JUNIOR,Chica,4.5,3.0,5.0,5.0
140509000,12,JUNIOR,Chico,3.1666666666666665,2.5,3.25,3.4
108000,13,SENIOR,Chica,2.6666666666666665,2.8333333333333335,3.0,4.2
190632,15,SENIOR,Chica,3.6666666666666665,2.8333333333333335,3.75,4.0
307399,13,SENIOR,Chica,5.0,4.666666666666667,5.0,5.0
904445,15,SENIOR,Chica,4.333333333333333,4.833333333333333,3.5,3.8
1503293,14,SENIOR,Chico,3.3333333333333335,3.3333333333333335,3.5,4.2
2904509,14,SENIOR,Chica,4.333333333333333,4.0,3.75,5.0
3010927,15,SENIOR,Chica,4.333333333333333,4.833333333333333,4.5,4.0
108000,11,JUNIOR,Chico,4.833333333333333,5.0,4.25,5.0
249000,10,JUNIOR,Chica,5.0,3.8333333333333335,5.0,5.0
330000,12,JUNIOR,Chico,2.6666666666666665,2.5,4.0,3.6
506000,11,JUNIOR,Chico,4.0,3.0,3.75,4.6
610000,10,JUNIOR,Chica,5.0,4.833333333333333,3.5,4.4
707000,11,JUNIOR,Chico,3.8333333333333335,3.5,4.0,4.0
804000,11,JUNIOR,Chica,3.1666666666666665,2.5,4.0,4.6
812893,12,JUNIOR,Chico,5.0,3.8333333333333335,4.5,5.0
1104000,10,JUNIOR,Chica,4.666666666666667,3.1666666666666665,4.0,5.0
1310000,12,JUNIOR,Chica,4.333333333333333,4.0,2.25,4.6
1311000,10,JUNIOR,Chica,4.0,3.0,3.25,4.4
1311000,12,JUNIOR,Chico,3.6666666666666665,3.1666666666666665,2.75,4.8
1505000,11,JUNIOR,Chica,4.0,3.1666666666666665,3.75,4.2
1709000,12,JUNIOR,Chico,4.666666666666667,4.333333333333333,4.25,4.4
1805000,10,JUNIOR,Chico,4.0,4.333333333333333,4.0,4.4
1809000,11,JUNIOR,Chica,5.0,4.0,5.0,5.0
2005000,11,JUNIOR,Chico,4.166666666666667,3.0,4.25,4.0
2103000,11,JUNIOR,Chica,4.5,2.1666666666666665,3.25,4.4
2207000,11,JUNIOR,Chico,3.8333333333333335,3.3333333333333335,4.0,3.0
2209000,11,JUNIOR,Chico,4.666666666666667,4.166666666666667,4.5,5.0
2501987,13,JUNIOR,Chico,4.666666666666667,3.8333333333333335,3.75,4.8
2703772,12,JUNIOR,Chica,3.3333333333333335,2.5,3.5,4.0
2808978,11,JUNIOR,Chico,2.3333333333333335,2.8333333333333335,2.75,4.4
2810000,9,JUNIOR,Chico,3.5,3.6666666666666665,2.5,3.4
3009771,12,JUNIOR,Chico,5.0,4.333333333333333,5.0,4.8
3012000,10,JUNIOR,Chico,4.166666666666667,2.8333333333333335,3.75,2.4
3103499,11,JUNIOR,Chica,4.666666666666667,3.1666666666666665,3.5,4.8
7092010000,10,JUNIOR,Chico,3.1666666666666665,2.1666666666666665,4.25,4.2
7780,13,SENIOR,Chico,4.333333333333333,3.0,2.75,4.0
101483,14,SENIOR,Chico,2.6666666666666665,3.0,3.5,3.4
108999,14,SENIOR,Chica,2.5,2.6666666666666665,2.0,3.4
204543,16,SENIOR,Chica,4.0,4.333333333333333,3.75,4.2
301382,15,SENIOR,Chico,4.166666666666667,4.166666666666667,3.5,4.2
306394,16,SENIOR,Chica,3.3333333333333335,1.3333333333333333,3.5,4.4
403898,16,SENIOR,Chico,3.8333333333333335,4.333333333333333,3.5,3.6
605000,13,SENIOR,Chica,4.166666666666667,5.0,5.0,4.8
807335,13,SENIOR,Chica,3.8333333333333335,2.8333333333333335,3.75,2.8
911000,12,SENIOR,Chico,4.166666666666667,3.5,3.0,3.8
1005194,15,SENIOR,Chico,2.5,2.3333333333333335,3.5,4.4
1012271,15,SENIOR,Chico,5.0,5.0,4.5,4.4
1306366,14,SENIOR,Chico,3.8333333333333335,4.166666666666667,4.25,4.0
1711134,12,SENIOR,Chica,4.833333333333333,4.833333333333333,3.75,4.8
2202269,14,SENIOR,Chico,4.5,4.0,3.75,3.6
2206668,16,SENIOR,Chico,4.333333333333333,4.333333333333333,3.75,3.8
2502000,14,SENIOR,Chica,4.0,4.5,3.75,4.2
2807890,13,SENIOR,Chico,2.1666666666666665,2.0,3.25,3.4
240549,16,SENIOR,Chico,4.833333333333333,4.0,4.0,4.4
306080,16,SENIOR,Chico,4.333333333333333,5.0,3.75,4.4
310825,15,SENIOR,Chico,4.833333333333333,4.0,3.25,4.6
805382,16,SENIOR,Chico,4.0,4.0,3.75,4.2
1010827,14,SENIOR,Chico,4.0,4.333333333333333,3.25,3.8
1307570,14,SENIOR,Chico,3.6666666666666665,3.1666666666666665,2.75,3.2
1312000,13,SENIOR,Chica,3.3333333333333335,2.1666666666666665,4.5,4.2
1608055,15,SENIOR,Chico,4.5,4.5,2.75,4.2
1611000,14,SENIOR,Chico,3.6666666666666665,3.1666666666666665,3.75,3.6
1802670,15,SENIOR,Chico,4.833333333333333,4.166666666666667,3.5,4.0
1809761,14,SENIOR,Chico,5.0,4.0,4.25,4.8
1809761,14,SENIOR,Chico,5.0,4.0,4.25,4.8
1809761,14,SENIOR,Chico,5.0,4.0,4.25,4.8
1905254,17,SENIOR,Chico,5.0,5.0,4.75,5.0
1905254,17,SENIOR,Chico,5.0,5.0,4.75,5.0
2203645,16,SENIOR,Chico,5.0,5.0,5.0,5.0
2207915,13,SENIOR,Chico,4.166666666666667,3.8333333333333335,3.5,3.8
2211745,15,SENIOR,Chico,4.833333333333333,5.0,4.25,4.6
2403282,14,SENIOR,Chico,4.0,3.5,3.25,4.6
2609256,14,SENIOR,Chico,3.6666666666666665,3.5,2.75,4.4
2709421,14,SENIOR,Chico,4.833333333333333,3.6666666666666665,3.25,4.6
2812231,13,SENIOR,Chico,4.166666666666667,3.6666666666666665,4.25,4.6
2901314,15,SENIOR,Chico,3.8333333333333335,3.3333333333333335,3.25,3.8
2901873,14,SENIOR,Chico,4.166666666666667,4.0,3.5,4.4
2909080,14,SENIOR,Chico,3.8333333333333335,3.8333333333333335,4.0,4.0
71000,13,JUNIOR,Chica,4.5,4.0,3.0,4.4
107000,11,JUNIOR,Chico,1.0,1.6666666666666667,1.0,2.2
109000,10,JUNIOR,Chico,3.1666666666666665,2.6666666666666665,3.0,4.2
150000,11,JUNIOR,Chico,4.5,3.6666666666666665,4.0,4.0
309000,11,JUNIOR,Chico,3.6666666666666665,2.0,5.0,4.2
504000,13,JUNIOR,Chica,3.5,2.8333333333333335,3.75,4.0
802000,12,JUNIOR,Chica,3.8333333333333335,2.3333333333333335,3.0,4.4
1001051,12,JUNIOR,Chica,4.5,4.5,4.0,4.4
1109806,12,JUNIOR,Chica,3.0,3.5,4.0,4.4
1310000,11,JUNIOR,Chica,4.0,4.166666666666667,3.0,5.0
1402000,13,JUNIOR,Chico,3.8333333333333335,3.3333333333333335,3.5,4.2
1603000,12,JUNIOR,Chico,3.6666666666666665,3.0,3.25,4.0
1809000,11,JUNIOR,Chica,5.0,3.6666666666666665,5.0,5.0
1812000,12,JUNIOR,Chica,2.6666666666666665,2.6666666666666665,3.5,3.2
2103000,11,JUNIOR,Chica,4.666666666666667,4.666666666666667,4.25,5.0
2203000,13,JUNIOR,Chica,4.833333333333333,4.666666666666667,4.5,4.4
2205000,11,JUNIOR,Chico,3.5,3.5,4.25,5.0
2205000,13,JUNIOR,Chico,4.666666666666667,4.666666666666667,3.0,4.8
2208000,9,JUNIOR,Chica,3.1666666666666665,2.5,3.5,3.8
2602000,12,JUNIOR,Chica,4.5,4.333333333333333,3.0,4.6
2610485,10,JUNIOR,Chica,4.333333333333333,2.8333333333333335,2.75,4.8
2701000,10,JUNIOR,Chico,1.0,2.3333333333333335,4.0,1.0
2707000,9,JUNIOR,Chica,4.5,4.833333333333333,4.25,4.8
2710000,8,JUNIOR,Chica,4.333333333333333,4.0,2.0,4.2
2803000,11,JUNIOR,Chica,4.166666666666667,3.6666666666666665,2.75,4.6
2804000,12,JUNIOR,Chico,4.5,4.166666666666667,4.0,4.2
2808000,10,JUNIOR,Chica,2.1666666666666665,2.3333333333333335,2.5,3.6
2812000,10,JUNIOR,Chica,4.5,3.1666666666666665,3.75,3.2
3007000,11,JUNIOR,Chico,4.333333333333333,5.0,3.75,4.8
3007350,13,JUNIOR,Chica,1.8333333333333333,2.0,2.75,3.4
3103499,11,JUNIOR,Chica,4.666666666666667,3.0,3.75,5.0
8032008,13,JUNIOR,Chico,4.333333333333333,3.8333333333333335,3.25,4.0
193000,14,SENIOR,Chico,1.3333333333333333,1.0,3.0,3.2
506531,14,SENIOR,Chica,3.8333333333333335,3.0,4.25,4.6
605000,13,SENIOR,Chica,4.0,4.5,4.25,4.2
708871,13,SENIOR,Chico,2.6666666666666665,3.1666666666666665,2.5,3.8
804760,15,SENIOR,Chica,4.833333333333333,4.166666666666667,3.0,3.6
905682,15,SENIOR,Chico,5.0,4.833333333333333,4.75,4.6
1006000,14,SENIOR,Chica,5.0,4.333333333333333,4.75,5.0
1207020,13,SENIOR,Chica,2.8333333333333335,3.0,3.25,3.0
1311072,16,SENIOR,Chico,4.0,3.3333333333333335,3.0,2.6
1708698,13,SENIOR,Chico,4.166666666666667,4.333333333333333,4.0,3.6
1906085,14,SENIOR,Chica,1.1666666666666667,1.6666666666666667,2.0,3.2
1912000,13,SENIOR,Chica,4.666666666666667,3.5,2.75,5.0
2105234,14,SENIOR,Chico,3.5,3.5,3.0,3.6
2112000,14,SENIOR,Chica,3.1666666666666665,3.0,3.0,4.0
2303809,13,SENIOR,Chico,4.0,3.5,3.0,4.2
2502000,14,SENIOR,Chica,3.6666666666666665,4.0,3.75,4.4
2807890,13,SENIOR,Chico,2.6666666666666665,2.0,3.5,4.0
3110083,14,SENIOR,Chica,4.666666666666667,4.333333333333333,4.25,4.8
7720214000,14,SENIOR,Chico,1.3333333333333333,1.6666666666666667,3.25,4.2
107643,16,SENIOR,Chico,4.166666666666667,3.0,3.0,5.0
110956,17,SENIOR,Chico,1.5,3.0,4.0,2.4
410780,15,SENIOR,Chico,4.0,3.1666666666666665,3.5,4.4
601215,16,SENIOR,Chico,3.6666666666666665,4.333333333333333,2.75,3.8
608130,13,SENIOR,Chico,4.333333333333333,3.8333333333333335,4.5,4.4
703879,15,SENIOR,Chica,3.5,3.0,3.25,4.2
706132,17,SENIOR,Chico,1.0,1.0,3.75,2.6
806041,15,SENIOR,Chico,2.0,2.5,2.25,3.4
910628,15,SENIOR,Chico,4.666666666666667,3.5,3.75,4.2
1503393,16,SENIOR,Chica,3.8333333333333335,2.0,3.0,3.6
1601458,17,SENIOR,Chico,4.833333333333333,5.0,3.25,4.6
1701952,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1701952,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1701952,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1701952,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1701952,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1702418,15,SENIOR,Chica,3.3333333333333335,4.0,4.25,3.6
1702418,15,SENIOR,Chica,3.3333333333333335,4.0,4.25,3.6
1705326,15,SENIOR,Chica,3.0,3.6666666666666665,2.75,4.4
1801010,16,SENIOR,Chico,4.166666666666667,3.3333333333333335,4.5,4.4
1903281,16,SENIOR,Chico,3.8333333333333335,3.1666666666666665,3.25,4.2
2108000,14,SENIOR,Chica,3.8333333333333335,3.1666666666666665,3.75,4.0
2108000,14,SENIOR,Chica,3.8333333333333335,3.1666666666666665,3.75,4.0
2211155,15,SENIOR,Chico,3.1666666666666665,2.1666666666666665,3.75,4.8
2404467,14,SENIOR,Chico,4.833333333333333,5.0,4.25,4.4
2410695,13,SENIOR,Chico,2.6666666666666665,1.6666666666666667,4.0,4.8
2504867,14,SENIOR,Chica,3.3333333333333335,3.3333333333333335,2.25,4.6
2505253,15,SENIOR,Chico,4.166666666666667,5.0,4.0,4.6
2706000,15,SENIOR,Chica,5.0,5.0,5.0,5.0
2709776,15,SENIOR,Chica,4.5,3.5,5.0,4.8
2709776,15,SENIOR,Chica,4.5,3.5,5.0,4.8
2807313,16,SENIOR,Chica,3.1666666666666665,1.8333333333333333,3.0,3.6
3009521,15,SENIOR,Chico,3.3333333333333335,3.0,2.5,3.6
7777777,16,SENIOR,Chico,4.333333333333333,4.333333333333333,4.25,4.4
7777777,16,SENIOR,Chico,4.333333333333333,4.333333333333333,4.25,4.4
22126121,16,SENIOR,Chico,2.1666666666666665,2.1666666666666665,3.5,3.4
23102005,15,SENIOR,Chico,3.0,3.3333333333333335,3.75,4.0
310000,10,JUNIOR,Chica,3.3333333333333335,2.3333333333333335,3.25,2.2
501000,11,JUNIOR,Chica,4.833333333333333,3.5,3.75,4.4
1806000,12,JUNIOR,Chico,3.0,3.5,4.0,3.8
1912000,12,JUNIOR,Chico,4.333333333333333,4.5,5.0,4.2
2107000,12,JUNIOR,Chico,3.8333333333333335,3.8333333333333335,4.25,4.2
2204000,9,JUNIOR,Chico,3.6666666666666665,3.6666666666666665,4.25,4.6
2206000,11,JUNIOR,Chico,4.333333333333333,3.1666666666666665,3.25,3.6
2501000,13,JUNIOR,Chico,4.0,3.0,4.5,3.4
2509049,12,JUNIOR,Chica,2.5,3.0,3.0,3.0
2901000,9,JUNIOR,Chico,2.6666666666666665,2.5,3.25,2.0
0,14,SENIOR,Chico,4.333333333333333,3.0,3.5,4.8
302594,16,SENIOR,Chico,4.0,4.0,3.5,4.0
307566,17,SENIOR,Chica,4.833333333333333,4.666666666666667,3.5,4.8
404000,14,SENIOR,Chico,4.833333333333333,4.0,4.25,4.6
703676,15,SENIOR,Chico,5.0,4.0,5.0,4.4
711327,14,SENIOR,Chico,5.0,5.0,5.0,4.6
1006000,14,SENIOR,Chica,5.0,3.8333333333333335,4.5,5.0
1610654,13,SENIOR,Chico,2.8333333333333335,3.0,3.0,4.2
1802670,15,SENIOR,Chico,4.666666666666667,3.5,3.25,4.2
1909923,15,SENIOR,Chico,3.5,3.6666666666666665,3.5,4.4
2309302,16,SENIOR,Chica,4.666666666666667,4.333333333333333,3.0,4.8
2403282,14,SENIOR,Chico,4.0,3.5,3.25,4.0
2509049,12,SENIOR,Chica,2.6666666666666665,2.0,2.75,3.4
3010233,15,SENIOR,Chica,4.5,4.833333333333333,4.75,4.0
3010233,15,SENIOR,Chica,4.5,4.833333333333333,4.75,4.0
0,13,JUNIOR,Chico,4.833333333333333,4.333333333333333,3.5,4.0
157000,11,JUNIOR,Chico,3.0,3.0,3.0,3.0
311000,10,JUNIOR,Chico,5.0,3.3333333333333335,5.0,5.0
504000,13,JUNIOR,Chico,4.0,3.8333333333333335,3.5,3.6
1308000,12,JUNIOR,Chico,4.666666666666667,4.666666666666667,4.0,4.4
1712000,10,JUNIOR,Chico,4.833333333333333,3.5,3.5,4.6
1712665,12,JUNIOR,Chico,3.8333333333333335,2.3333333333333335,4.25,4.0
1802000,11,JUNIOR,Chico,4.166666666666667,4.5,3.25,4.4
1904000,10,JUNIOR,Chico,4.333333333333333,5.0,5.0,4.4
2403000,12,JUNIOR,Chico,3.3333333333333335,3.0,3.5,3.8
2705000,14,JUNIOR,Chico,4.666666666666667,4.833333333333333,3.25,4.2
2801000,12,JUNIOR,Chico,5.0,5.0,5.0,5.0
2802000,10,JUNIOR,Chica,4.666666666666667,5.0,3.75,4.2
3001000,12,JUNIOR,Chico,5.0,5.0,4.0,4.8
3006000,11,JUNIOR,Chico,4.5,2.6666666666666665,2.75,3.0
20030000,11,JUNIOR,Chico,4.333333333333333,3.6666666666666665,2.0,4.8
200111000,10,JUNIOR,Chico,4.5,3.5,3.75,4.4
109000,13,SENIOR,Chico,5.0,5.0,4.75,4.8
311077,15,SENIOR,Chico,4.666666666666667,4.666666666666667,2.25,4.4
410780,15,SENIOR,Chico,3.1666666666666665,3.1666666666666665,3.25,3.4
504881,14,SENIOR,Chico,4.5,5.0,3.5,4.4
604762,14,SENIOR,Chico,5.0,4.833333333333333,3.75,4.0
609703,16,SENIOR,Chico,4.166666666666667,4.333333333333333,2.75,4.2
708185,14,SENIOR,Chico,3.6666666666666665,3.8333333333333335,3.0,3.6
708269,12,SENIOR,Chico,4.833333333333333,4.833333333333333,4.5,4.8
801040,17,SENIOR,Chico,4.333333333333333,4.333333333333333,3.5,4.8
805065,15,SENIOR,Chico,4.666666666666667,5.0,3.75,4.4
