Codigo,Edad,Nivel,Genero,Gusto,Interes_profesional,Autoeficacia,Utilidad
3110083.0,14,SENIOR,Chica,4.666666666666667,4.166666666666667,4.0,4.6
17305443.0,16,SENIOR,Chica,4.333333333333333,4.833333333333333,3.25,4.8
104324.0,17,SENIOR,Chico,4.666666666666667,5.0,4.25,4.6
303941.0,14,SENIOR,Chico,4.333333333333333,3.6666666666666665,4.0,4.2
304000.0,15,SENIOR,Chico,3.5,3.1666666666666665,3.75,3.6
710906.0,15,SENIOR,Chico,4.333333333333333,5.0,3.5,4.0
908497.0,15,SENIOR,Chico,3.6666666666666665,4.0,4.25,4.4
1005078.0,16,SENIOR,Chico,3.5,4.333333333333333,3.25,4.0
1006462.0,17,SENIOR,Chico,4.0,4.166666666666667,2.75,4.0
1112000.1,12,SENIOR,Chica,5.0,4.333333333333333,4.75,4.8
1112643.0,16,SENIOR,Chico,5.0,3.6666666666666665,3.25,4.2
1204427.0,16,SENIOR,Chico,3.5,3.6666666666666665,2.75,3.6
1411232.0,16,SENIOR,Chico,5.0,5.0,2.75,4.8
1411317.0,14,SENIOR,Chico,4.333333333333333,4.166666666666667,3.5,4.2
1712155.0,14,SENIOR,Chico,3.6666666666666665,4.0,3.5,3.6
2105971.0,14,SENIOR,Chico,3.3333333333333335,3.0,2.5,4.2
2406134.0,17,SENIOR,Chico,4.666666666666667,4.0,3.75,4.6
2502741.0,17,SENIOR,Chico,4.5,4.166666666666667,4.75,3.8
2708000.0,14,SENIOR,Chica,5.0,5.0,5.0,5.0
2901837.0,16,SENIOR,Chico,4.666666666666667,4.5,4.75,4.2
3003609.0,16,SENIOR,Chico,3.8333333333333335,3.6666666666666665,3.25,4.0
408000.0,11,JUNIOR,Chico,4.5,3.1666666666666665,4.75,4.8
501000.0,12,JUNIOR,Chico,4.666666666666667,4.166666666666667,4.75,5.0
505000.0,12,JUNIOR,Chica,4.5,3.6666666666666665,4.75,5.0
609000.1,9,JUNIOR,Chico,3.0,2.6666666666666665,2.5,4.0
706000.0,10,JUNIOR,Chica,4.0,4.166666666666667,4.25,4.6
804000.0,11,JUNIOR,Chica,3.1666666666666665,2.5,4.0,4.6
903000.0,10,JUNIOR,Chica,3.8333333333333335,3.0,4.25,5.0
911000.0,11,JUNIOR,Chica,4.166666666666667,3.0,3.75,4.8
1110000.0,10,JUNIOR,Chico,3.8333333333333335,3.6666666666666665,3.5,4.6
1206000.0,13,JUNIOR,Chica,3.6666666666666665,3.6666666666666665,3.5,4.8
1209000.0,11,JUNIOR,Chico,4.333333333333333,3.5,4.25,4.8
1312000.0,11,JUNIOR,Chica,3.3333333333333335,3.3333333333333335,4.25,4.2
1402000.0,10,JUNIOR,Chico,4.166666666666667,4.666666666666667,3.75,4.6
2110000.0,9,JUNIOR,Chica,3.0,2.3333333333333335,2.75,3.8
2301000.0,10,JUNIOR,Chica,4.333333333333333,3.3333333333333335,3.0,4.0
2501000.2,10,JUNIOR,Chica,1.6666666666666667,3.0,2.25,2.0
2802000.0,10,JUNIOR,Chica,4.666666666666667,4.333333333333333,3.75,4.4
3103000.0,11,JUNIOR,Chica,4.666666666666667,3.3333333333333335,4.0,5.0
140509000.0,12,JUNIOR,Chico,3.1666666666666665,2.5,3.25,3.4
108000.3,13,SENIOR,Chica,2.6666666666666665,2.8333333333333335,3.0,4.2
307399.0,13,SENIOR,Chica,5.0,4.666666666666667,5.0,5.0
904445.0,15,SENIOR,Chica,4.333333333333333,4.833333333333333,3.5,3.8
1503293.0,14,SENIOR,Chico,3.3333333333333335,3.3333333333333335,3.5,4.2
2904509.0,14,SENIOR,Chica,4.333333333333333,4.0,3.75,5.0
3010927.0,15,SENIOR,Chica,4.333333333333333,4.833333333333333,4.5,4.0
108000.2,11,JUNIOR,Chico,4.833333333333333,5.0,4.25,5.0
249000.0,10,JUNIOR,Chica,5.0,3.8333333333333335,5.0,5.0
506000.0,11,JUNIOR,Chico,4.0,3.0,3.75,4.6
610000.0,10,JUNIOR,Chica,5.0,4.833333333333333,3.5,4.4
707000.0,11,JUNIOR,Chico,3.8333333333333335,3.5,4.0,4.0
1310000.3,12,JUNIOR,Chica,4.333333333333333,4.0,2.25,4.6
1311000.0,12,JUNIOR,Chico,3.6666666666666665,3.1666666666666665,2.75,4.8
1311000.2,10,JUNIOR,Chica,4.0,3.0,3.25,4.4
1505000.0,11,JUNIOR,Chica,4.0,3.1666666666666665,3.75,4.2
1709000.0,12,JUNIOR,Chico,4.666666666666667,4.333333333333333,4.25,4.4
2103000.0,11,JUNIOR,Chica,4.5,2.1666666666666665,3.25,4.4
2209000.0,11,JUNIOR,Chico,4.666666666666667,4.166666666666667,4.5,5.0
2501987.0,13,JUNIOR,Chico,4.666666666666667,3.8333333333333335,3.75,4.8
2703772.0,12,JUNIOR,Chica,3.3333333333333335,2.5,3.5,4.0
2808978.0,11,JUNIOR,Chico,2.3333333333333335,2.8333333333333335,2.75,4.4
2810000.0,9,JUNIOR,Chico,3.5,3.6666666666666665,2.5,3.4
3009771.0,12,JUNIOR,Chico,5.0,4.333333333333333,5.0,4.8
3012000.0,10,JUNIOR,Chico,4.166666666666667,2.8333333333333335,3.75,2.4
3103499.0,11,JUNIOR,Chica,4.666666666666667,3.1666666666666665,3.5,4.8
7092010000.0,10,JUNIOR,Chico,3.1666666666666665,2.1666666666666665,4.25,4.2
204543.0,16,SENIOR,Chica,4.0,4.333333333333333,3.75,4.2
306394.0,16,SENIOR,Chica,3.3333333333333335,1.3333333333333333,3.5,4.4
1306366.0,14,SENIOR,Chico,3.8333333333333335,4.166666666666667,4.25,4.0
1711134.0,12,SENIOR,Chica,4.833333333333333,4.833333333333333,3.75,4.8
2202269.0,14,SENIOR,Chico,4.5,4.0,3.75,3.6
2206668.0,16,SENIOR,Chico,4.333333333333333,4.333333333333333,3.75,3.8
2807890.0,13,SENIOR,Chico,2.1666666666666665,2.0,3.25,3.4
306080.0,16,SENIOR,Chico,4.333333333333333,5.0,3.75,4.4
310825.0,15,SENIOR,Chico,4.833333333333333,4.0,3.25,4.6
805382.0,16,SENIOR,Chico,4.0,4.0,3.75,4.2
1010827.0,14,SENIOR,Chico,4.0,4.333333333333333,3.25,3.8
1307570.0,14,SENIOR,Chico,3.6666666666666665,3.1666666666666665,2.75,3.2
1611000.0,14,SENIOR,Chico,3.6666666666666665,3.1666666666666665,3.75,3.6
1809761.0,14,SENIOR,Chico,5.0,4.0,4.25,4.8
2203645.0,16,SENIOR,Chico,5.0,5.0,5.0,5.0
2207915.0,13,SENIOR,Chico,4.166666666666667,3.8333333333333335,3.5,3.8
2211745.0,15,SENIOR,Chico,4.833333333333333,5.0,4.25,4.6
2609256.0,14,SENIOR,Chico,3.6666666666666665,3.5,2.75,4.4
2709421.0,14,SENIOR,Chico,4.833333333333333,3.6666666666666665,3.25,4.6
2901873.0,14,SENIOR,Chico,4.166666666666667,4.0,3.5,4.4
2909080.0,14,SENIOR,Chico,3.8333333333333335,3.8333333333333335,4.0,4.0
109000.0,10,JUNIOR,Chico,3.1666666666666665,2.6666666666666665,3.0,4.2
504000.2,13,JUNIOR,Chica,3.5,2.8333333333333335,3.75,4.0
1001051.0,12,JUNIOR,Chica,4.5,4.5,4.0,4.4
1310000.2,11,JUNIOR,Chica,4.0,4.166666666666667,3.0,5.0
1809000.0,11,JUNIOR,Chica,5.0,3.6666666666666665,5.0,5.0
1812000.2,12,JUNIOR,Chica,2.6666666666666665,2.6666666666666665,3.5,3.2
2203000.0,13,JUNIOR,Chica,4.833333333333333,4.666666666666667,4.5,4.4
2205000.0,11,JUNIOR,Chico,3.5,3.5,4.25,5.0
2803000.0,11,JUNIOR,Chica,4.166666666666667,3.6666666666666665,2.75,4.6
2804000.0,12,JUNIOR,Chico,4.5,4.166666666666667,4.0,4.2
2808000.0,10,JUNIOR,Chica,2.1666666666666665,2.3333333333333335,2.5,3.6
2812000.0,10,JUNIOR,Chica,4.5,3.1666666666666665,3.75,3.2
3007000.0,11,JUNIOR,Chico,4.333333333333333,5.0,3.75,4.8
506531.0,14,SENIOR,Chica,3.8333333333333335,3.0,4.25,4.6
605000.0,13,SENIOR,Chica,4.0,4.5,4.25,4.2
708871.0,13,SENIOR,Chico,2.6666666666666665,3.1666666666666665,2.5,3.8
905682.0,15,SENIOR,Chico,5.0,4.833333333333333,4.75,4.6
1006000.0,14,SENIOR,Chica,5.0,4.333333333333333,4.75,5.0
1207020.0,13,SENIOR,Chica,2.8333333333333335,3.0,3.25,3.0
1311072.0,16,SENIOR,Chico,4.0,3.3333333333333335,3.0,2.6
1708698.0,13,SENIOR,Chico,4.166666666666667,4.333333333333333,4.0,3.6
1912000.1,13,SENIOR,Chica,4.666666666666667,3.5,2.75,5.0
2105234.0,14,SENIOR,Chico,3.5,3.5,3.0,3.6
2303809.0,13,SENIOR,Chico,4.0,3.5,3.0,4.2
2502000.2,14,SENIOR,Chica,3.6666666666666665,4.0,3.75,4.4
410780.0,15,SENIOR,Chico,4.0,3.1666666666666665,3.5,4.4
703879.0,15,SENIOR,Chica,3.5,3.0,3.25,4.2
806041.0,15,SENIOR,Chico,2.0,2.5,2.25,3.4
910628.0,15,SENIOR,Chico,4.666666666666667,3.5,3.75,4.2
1503393.0,16,SENIOR,Chica,3.8333333333333335,2.0,3.0,3.6
1701952.0,16,SENIOR,Chico,5.0,4.833333333333333,3.75,4.6
1702418.0,15,SENIOR,Chica,3.3333333333333335,4.0,4.25,3.6
1705326.0,15,SENIOR,Chica,3.0,3.6666666666666665,2.75,4.4
1801010.0,16,SENIOR,Chico,4.166666666666667,3.3333333333333335,4.5,4.4
2404467.0,14,SENIOR,Chico,4.833333333333333,5.0,4.25,4.4
2505253.0,15,SENIOR,Chico,4.166666666666667,5.0,4.0,4.6
2709776.0,15,SENIOR,Chica,4.5,3.5,5.0,4.8
3009521.0,15,SENIOR,Chico,3.3333333333333335,3.0,2.5,3.6
310000.0,10,JUNIOR,Chica,3.3333333333333335,2.3333333333333335,3.25,2.2
1806000.0,12,JUNIOR,Chico,3.0,3.5,4.0,3.8
1912000.2,12,JUNIOR,Chico,4.333333333333333,4.5,5.0,4.2
2107000.0,12,JUNIOR,Chico,3.8333333333333335,3.8333333333333335,4.25,4.2
2204000.0,9,JUNIOR,Chico,3.6666666666666665,3.6666666666666665,4.25,4.6
2206000.0,11,JUNIOR,Chico,4.333333333333333,3.1666666666666665,3.25,3.6
2501000.1,13,JUNIOR,Chico,4.0,3.0,4.5,3.4
2509049.0,12,JUNIOR,Chica,2.5,3.0,3.0,3.0
404000.0,14,SENIOR,Chico,4.833333333333333,4.0,4.25,4.6
1610654.0,13,SENIOR,Chico,2.8333333333333335,3.0,3.0,4.2
1802670.0,15,SENIOR,Chico,4.666666666666667,3.5,3.25,4.2
1909923.0,15,SENIOR,Chico,3.5,3.6666666666666665,3.5,4.4
2403282.0,14,SENIOR,Chico,4.0,3.5,3.25,4.0
0.0,13,JUNIOR,Chico,4.833333333333333,4.333333333333333,3.5,4.0
157000.0,11,JUNIOR,Chico,3.0,3.0,3.0,3.0
504000.1,13,JUNIOR,Chico,4.0,3.8333333333333335,3.5,3.6
1308000.0,12,JUNIOR,Chico,4.666666666666667,4.666666666666667,4.0,4.4
1712000.0,10,JUNIOR,Chico,4.833333333333333,3.5,3.5,4.6
2705000.0,14,JUNIOR,Chico,4.666666666666667,4.833333333333333,3.25,4.2
2801000.0,12,JUNIOR,Chico,5.0,5.0,5.0,5.0
3006000.0,11,JUNIOR,Chico,4.5,2.6666666666666665,2.75,3.0
604762.0,14,SENIOR,Chico,5.0,4.833333333333333,3.75,4.0
609703.0,16,SENIOR,Chico,4.166666666666667,4.333333333333333,2.75,4.2
708269.0,12,SENIOR,Chico,4.833333333333333,4.833333333333333,4.5,4.8
801040.0,17,SENIOR,Chico,4.333333333333333,4.333333333333333,3.5,4.8
805065.0,15,SENIOR,Chico,4.666666666666667,5.0,3.75,4.4
1107991.0,16,SENIOR,Chico,4.0,3.6666666666666665,2.75,3.8
1404024.0,17,SENIOR,Chica,4.5,4.833333333333333,3.5,4.2
1603225.0,17,SENIOR,Chico,4.5,4.833333333333333,3.75,4.4
1904467.0,17,SENIOR,Chico,4.5,4.0,2.75,4.0
2004265.0,15,SENIOR,Chico,4.166666666666667,3.5,3.25,4.2
2007890.0,14,SENIOR,Chico,4.0,4.333333333333333,2.5,3.8
2101115.0,16,SENIOR,Chico,4.166666666666667,4.333333333333333,3.25,4.6
2101540.0,16,SENIOR,Chico,3.5,3.6666666666666665,2.25,4.4
2101894.0,16,SENIOR,Chico,4.333333333333333,4.666666666666667,3.25,4.4
2203352.0,17,SENIOR,Chico,4.166666666666667,4.166666666666667,4.0,4.0
2308128.0,13,SENIOR,Chico,4.0,4.666666666666667,4.0,3.6
2309302.0,16,SENIOR,Chica,5.0,4.833333333333333,4.0,5.0
2410178.0,17,SENIOR,Chico,3.5,4.166666666666667,3.75,4.0
2512371.0,13,SENIOR,Chico,3.5,3.0,4.0,4.4
2710351.0,16,SENIOR,Chico,3.3333333333333335,4.333333333333333,2.75,4.2
3005065.0,15,SENIOR,Chico,4.0,3.8333333333333335,3.5,4.6
3103888.0,15,SENIOR,Chico,4.0,3.8333333333333335,3.5,4.0
302848.0,16,SENIOR,Chica,4.833333333333333,4.0,4.0,4.4
311077.0,15,SENIOR,Chico,4.333333333333333,4.833333333333333,2.25,3.8
607816.0,16,SENIOR,Chico,4.0,3.5,4.0,3.6
707974.0,15,SENIOR,Chico,4.666666666666667,4.666666666666667,4.75,5.0
1107711.0,14,SENIOR,Chico,4.666666666666667,4.0,3.75,4.4
1407450.0,16,SENIOR,Chico,5.0,5.0,4.0,5.0
1611663.0,15,SENIOR,Chico,4.666666666666667,4.666666666666667,3.75,4.8
1701657.0,16,SENIOR,Chico,4.5,4.166666666666667,3.5,4.0
1801821.0,16,SENIOR,Chica,4.666666666666667,4.166666666666667,3.5,5.0
1806485.0,17,SENIOR,Chico,4.5,4.833333333333333,3.5,3.8
2211155.0,15,SENIOR,Chico,2.8333333333333335,1.8333333333333333,4.0,4.2
2312587.0,12,SENIOR,Chica,4.166666666666667,3.1666666666666665,4.25,3.6
2403768.0,15,SENIOR,Chico,4.166666666666667,4.833333333333333,4.0,4.2
2405749.0,16,SENIOR,Chico,4.833333333333333,4.833333333333333,4.25,4.6
2609000.0,13,SENIOR,Chico,4.833333333333333,4.833333333333333,4.25,4.8
140710.0,10,JUNIOR,Chico,4.666666666666667,4.333333333333333,4.0,4.0
409000.0,9,JUNIOR,Chico,3.5,2.5,5.0,5.0
1003000.0,10,JUNIOR,Chico,5.0,3.5,4.0,4.8
1103750.0,12,JUNIOR,Chico,2.6666666666666665,2.0,3.75,3.4
1405000.0,12,JUNIOR,Chico,2.8333333333333335,3.6666666666666665,3.5,4.6
1411000.0,11,JUNIOR,Chico,1.6666666666666667,2.3333333333333335,2.5,3.8
1504000.0,11,JUNIOR,Chico,3.1666666666666665,3.0,4.0,3.6
1909000.0,11,JUNIOR,Chico,2.3333333333333335,2.3333333333333335,2.5,4.0
2203000.1,12,JUNIOR,Chico,5.0,4.333333333333333,5.0,5.0
2507000.0,10,JUNIOR,Chico,4.5,2.8333333333333335,3.5,4.6
2611160.0,12,JUNIOR,Chico,4.666666666666667,4.0,4.0,4.8
711046.0,14,SENIOR,Chico,4.166666666666667,4.5,2.75,4.4
1704015.0,12,SENIOR,Chico,4.666666666666667,3.6666666666666665,3.75,5.0
1901355.0,15,SENIOR,Chico,4.5,3.8333333333333335,3.25,4.4
2101370.0,17,SENIOR,Chico,4.5,5.0,3.25,4.0
2311467.0,13,SENIOR,Chico,3.5,2.8333333333333335,4.0,4.6
606472.0,16,JUNIOR,Chico,4.333333333333333,3.6666666666666665,4.0,4.4
609000.2,12,JUNIOR,Chica,3.6666666666666665,3.5,2.75,4.6
1104000.0,10,JUNIOR,Chica,4.166666666666667,3.8333333333333335,3.75,5.0
1310000.1,9,JUNIOR,Chica,4.166666666666667,3.5,3.75,3.8
1311000.1,11,JUNIOR,Chico,3.1666666666666665,3.0,4.5,4.2
1702000.0,11,JUNIOR,Chica,4.166666666666667,3.3333333333333335,4.75,4.0
1810000.0,10,JUNIOR,Chico,4.166666666666667,4.833333333333333,3.75,4.8
1905000.0,10,JUNIOR,Chico,3.8333333333333335,3.3333333333333335,3.75,4.2
2108000.0,10,JUNIOR,Chico,3.6666666666666665,3.0,4.0,3.6
2502000.1,12,JUNIOR,Chico,5.0,4.333333333333333,5.0,4.0
2604000.0,11,JUNIOR,Chica,3.5,3.1666666666666665,4.5,4.0
2709000.0,10,JUNIOR,Chica,3.6666666666666665,3.1666666666666665,3.75,3.6
1042011000.0,10,JUNIOR,Chico,4.833333333333333,4.0,2.75,4.6
1206306.0,15,SENIOR,Chico,5.0,5.0,4.5,4.2
3103858.0,16,SENIOR,Chica,4.5,5.0,3.75,4.6
103000.0,13,JUNIOR,Chico,4.166666666666667,3.6666666666666665,4.25,4.8
202000.0,13,JUNIOR,Chico,4.166666666666667,4.0,4.25,3.4
225000.0,11,JUNIOR,Chico,3.3333333333333335,3.0,4.25,5.0
608000.0,11,JUNIOR,Chica,4.666666666666667,4.166666666666667,5.0,4.4
712000.0,11,JUNIOR,Chico,4.833333333333333,4.166666666666667,3.25,4.2
802000.0,11,JUNIOR,Chico,4.666666666666667,2.8333333333333335,5.0,5.0
912000.0,12,JUNIOR,Chico,4.5,3.3333333333333335,4.0,5.0
1102000.0,10,JUNIOR,Chico,2.0,2.6666666666666665,3.25,2.6
1104250.0,13,JUNIOR,Chico,4.5,4.166666666666667,4.5,3.8
1107000.1,10,JUNIOR,Chico,4.666666666666667,3.6666666666666665,2.0,4.0
1112000.2,12,JUNIOR,Chico,4.0,3.5,4.25,4.0
1506349.0,13,JUNIOR,Chico,2.6666666666666665,2.6666666666666665,2.25,5.0
1711000.0,10,JUNIOR,Chico,4.666666666666667,4.5,3.0,3.6
1801000.0,13,JUNIOR,Chica,4.333333333333333,3.8333333333333335,3.5,4.2
1805000.0,10,JUNIOR,Chico,3.1666666666666665,3.1666666666666665,3.5,3.6
2005000.0,11,JUNIOR,Chico,3.8333333333333335,3.5,3.5,4.0
2010000.0,11,JUNIOR,Chico,2.5,1.6666666666666667,1.75,3.4
802836.0,15,SENIOR,Chica,4.666666666666667,4.833333333333333,3.5,4.6
809000.0,14,SENIOR,Chica,5.0,5.0,5.0,4.6
1211000.0,15,SENIOR,Chico,4.166666666666667,4.666666666666667,3.75,4.6
1307385.0,14,SENIOR,Chico,3.5,3.6666666666666665,3.5,3.4
2101024.0,15,SENIOR,Chica,4.833333333333333,4.166666666666667,4.25,4.2
2703000.0,13,SENIOR,Chico,4.0,3.1666666666666665,3.75,3.8
2908377.0,13,SENIOR,Chico,3.3333333333333335,2.0,2.5,4.0
3008623.0,15,SENIOR,Chica,4.333333333333333,4.333333333333333,3.0,4.8
